"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","OD1","SA1","REM"
"99734899999","2025-01-01T20:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","360,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0238,1","+9999,9","10183,1","6,1,016,1,+999,9","5,99,0057,1,999","+247,1","SYN080KYWF1 46/// /3608 10238 40183 56016 92000 222// 00247 333 91211 555 11008 22009="
"99734899999","2025-01-01T21:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","360,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0217,1","+9999,9","10185,1","6,1,006,1,+999,9","5,99,0057,1,999","+247,1","SYN080KYWF1 46/// /3610 10217 40185 56006 92100 222// 00247 333 91211 555 11009 22010="
"99734899999","2025-01-01T22:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","360,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0221,1","+9999,9","10188,1","5,1,000,1,+999,9","5,99,0062,1,999","+248,1","SYN080KYWF1 46/// /3611 10221 40188 55000 92200 222// 00248 333 91212 555 11010 22011="
"99734899999","2025-01-01T23:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0219,1","+9999,9","10191,1","3,1,008,1,+999,9","5,99,0072,1,999","+248,1","SYN080KYWF1 46/// /0112 10219 40191 53008 92300 222// 00248 333 91214 555 11011 22012="
"99734899999","2025-01-02T00:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","360,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0223,1","+9999,9","10197,1","3,1,012,1,+999,9","5,99,0077,1,999","+246,1","SYN080KYWF1 46/// /3612 10223 40197 53012 90000 222// 00246 333 91215 555 11011 22012="
"99734899999","2025-01-02T01:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0211,1","+9999,9","10206,1","3,1,018,1,+999,9","5,99,0077,1,999","+246,1","SYN080KYWF1 46/// /0112 10211 40206 53018 90100 222// 00246 333 91215 555 11011 22012="
"99734899999","2025-01-02T02:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0219,1","+9999,9","10212,1","2,1,021,1,+999,9","5,99,0088,1,999","+246,1","SYN080KYWF1 46/// /0114 10219 40212 52021 90200 222// 00246 333 91217 555 11013 22014="
"99734899999","2025-01-02T03:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0219,1","+9999,9","10214,1","1,1,017,1,+999,9","5,99,0072,1,999","+245,1","SYN080KYWF1 46/// /0111 10219 40214 51017 90300 222// 00245 333 91214 555 11011 22012="
"99734899999","2025-01-02T04:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","020,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0216,1","+9999,9","10215,1","1,1,009,1,+999,9","5,99,0072,1,999","+245,1","SYN080KYWF1 46/// /0210 10216 40215 51009 90400 222// 00245 333 91214 555 11009 22010="
"99734899999","2025-01-02T05:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0215,1","+9999,9","10214,1","4,1,000,1,+999,9","5,99,0067,1,999","+244,1","SYN080KYWF1 46/// /0307 10215 40214 54000 90500 222// 00244 333 91213 555 11007 22008="
"99734899999","2025-01-02T06:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","020,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0213,1","+9999,9","10211,1","8,1,003,1,+999,9","5,99,0057,1,999","+244,1","SYN080KYWF1 46/// /0207 10213 40211 58003 90600 222// 00244 333 91211 555 11007 22007="
"99734899999","2025-01-02T07:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0213,1","+9999,9","10209,1","7,1,006,1,+999,9","5,99,0062,1,999",,"SYN068KYWF1 46/// /0309 10213 40209 57006 90700 333 91212 555 11008 22009="
"99734899999","2025-01-02T08:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0209,1","+9999,9","10211,1","6,1,003,1,+999,9","5,99,0067,1,999","+244,1","SYN080KYWF1 46/// /0408 10209 40211 56003 90800 222// 00244 333 91213 555 11008 22008="
"99734899999","2025-01-02T09:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0205,1","+9999,9","10210,1","4,1,000,1,+999,9","5,99,0067,1,999","+244,1","SYN080KYWF1 46/// /0308 10205 40210 54000 90900 222// 00244 333 91213 555 11007 22008="
"99734899999","2025-01-02T10:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","020,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0200,1","+9999,9","10210,1","4,1,000,1,+999,9","5,99,0072,1,999","+243,1","SYN080KYWF1 46/// /0209 10200 40210 54000 91000 222// 00243 333 91214 555 11008 22009="
"99734899999","2025-01-02T11:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0198,1","+9999,9","10215,1","3,1,004,1,+999,9","5,99,0077,1,999","+242,1","SYN080KYWF1 46/// /0308 10198 40215 53004 91100 222// 00242 333 91215 555 11008 22009="
"99734899999","2025-01-02T12:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0200,1","+9999,9","10219,1","3,1,009,1,+999,9","5,99,0088,1,999","+241,1","SYN080KYWF1 46/// /0409 10200 40219 53009 91200 222// 00241 333 91217 555 11009 22010="
"99734899999","2025-01-02T13:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0198,1","+9999,9","10224,1","2,1,014,1,+999,9","5,99,0098,1,999","+240,1","SYN080KYWF1 46/// /0312 10198 40224 52014 91300 222// 00240 333 91219 555 11011 22012="
"99734899999","2025-01-02T14:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0204,1","+9999,9","10230,1","3,1,015,1,+999,9","5,99,0088,1,999","+240,1","SYN080KYWF1 46/// /0408 10204 40230 53015 91400 222// 00240 333 91217 555 11007 22008="
"99734899999","2025-01-02T15:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","050,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0213,1","+9999,9","10234,1","1,1,015,1,+999,9","5,99,0093,1,999","+240,1","SYN080KYWF1 46/// /0511 10213 40234 51015 91500 222// 00240 333 91218 555 11010 22011="
"99734899999","2025-01-02T16:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","050,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0219,1","+9999,9","10234,1","1,1,010,1,+999,9","5,99,0088,1,999","+239,1","SYN080KYWF1 46/// /0510 10219 40234 51010 91600 222// 00239 333 91217 555 11010 22011="
"99734899999","2025-01-02T17:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0225,1","+9999,9","10229,1","9,9,000,1,+999,9","5,99,0082,1,999","+239,1","SYN080KYWF1 46/// /0411 10225 40229 50000 91700 222// 00239 333 91216 555 11010 22011="
"99734899999","2025-01-02T18:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","050,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0234,1","+9999,9","10221,1","8,1,013,1,+999,9","5,99,0067,1,999","+242,1","SYN080KYWF1 46/// /0509 10234 40221 58013 91800 222// 00242 333 91213 555 11009 22010="
"99734899999","2025-01-02T19:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","050,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0240,1","+9999,9","10213,1","8,1,021,1,+999,9","5,99,0072,1,999","+242,1","SYN080KYWF1 46/// /0507 10240 40213 58021 91900 222// 00242 333 91214 555 11007 22007="
"99734899999","2025-01-02T20:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0243,1","+9999,9","10212,1","6,1,017,1,+999,9","5,99,0062,1,999","+242,1","SYN080KYWF1 46/// /0408 10243 40212 56017 92000 222// 00242 333 91212 555 11008 22008="
"99734899999","2025-01-02T21:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0230,1","+9999,9","10212,1","6,1,009,1,+999,9","5,99,0062,1,999","+242,1","SYN080KYWF1 46/// /0308 10230 40212 56009 92100 222// 00242 333 91212 555 11007 22008="
"99734899999","2025-01-02T22:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0223,1","+9999,9","10214,1","4,1,000,1,+999,9","5,99,0062,1,999","+242,1","SYN080KYWF1 46/// /0308 10223 40214 54000 92200 222// 00242 333 91212 555 11008 22009="
"99734899999","2025-01-02T23:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0218,1","+9999,9","10217,1","3,1,005,1,+999,9","5,99,0046,1,999","+242,1","SYN080KYWF1 46/// /0405 10218 40217 53005 92300 222// 00242 333 91209 555 11004 22005="
"99734899999","2025-01-03T00:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0217,1","+9999,9","10222,1","3,1,010,1,+999,9","5,99,0041,1,999","+242,1","SYN080KYWF1 46/// /0304 10217 40222 53010 90000 222// 00242 333 91208 555 11004 22004="
"99734899999","2025-01-03T01:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0217,1","+9999,9","10227,1","3,1,013,1,+999,9","5,99,0057,1,999","+242,1","SYN080KYWF1 46/// /0306 10217 40227 53013 90100 222// 00242 333 91211 555 11006 22007="
"99734899999","2025-01-03T02:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0217,1","+9999,9","10230,1","1,1,013,1,+999,9","5,99,0057,1,999","+241,1","SYN080KYWF1 46/// /0407 10217 40230 51013 90200 222// 00241 333 91211 555 11006 22007="
"99734899999","2025-01-03T03:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","020,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0220,1","+9999,9","10233,1","1,1,011,1,+999,9","5,99,0041,1,999","+240,1","SYN080KYWF1 46/// /0206 10220 40233 51011 90300 222// 00240 333 91208 555 11006 22006="
"99734899999","2025-01-03T04:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","020,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0215,1","+9999,9","10235,1","1,1,008,1,+999,9","5,99,0041,1,999","+240,1","SYN080KYWF1 46/// /0205 10215 40235 51008 90400 222// 00240 333 91208 555 11004 22005="
"99734899999","2025-01-03T05:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","050,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0212,1","+9999,9","10229,1","9,9,000,1,+999,9","5,99,0041,1,999","+241,1","SYN080KYWF1 46/// /0505 10212 40229 50000 90500 222// 00241 333 91208 555 11005 22005="
"99734899999","2025-01-03T06:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","050,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0214,1","+9999,9","10226,1","8,1,007,1,+999,9","5,99,0051,1,999","+240,1","SYN080KYWF1 46/// /0506 10214 40226 58007 90600 222// 00240 333 91210 555 11006 22007="
"99734899999","2025-01-03T07:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0210,1","+9999,9","10224,1","6,1,011,1,+999,9","5,99,0046,1,999","+240,1","SYN080KYWF1 46/// /0406 10210 40224 56011 90700 222// 00240 333 91209 555 11006 22006="
"99734899999","2025-01-03T08:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","060,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0206,1","+9999,9","10219,1","8,1,010,1,+999,9","5,99,0036,1,999","+241,1","SYN080KYWF1 46/// /0604 10206 40219 58010 90800 222// 00241 333 91207 555 11004 22004="
"99734899999","2025-01-03T09:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","050,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0204,1","+9999,9","10217,1","7,1,009,1,+999,9","5,99,0046,1,999","+240,1","SYN080KYWF1 46/// /0506 10204 40217 57009 90900 222// 00240 333 91209 555 11006 22006="
"99734899999","2025-01-03T10:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0204,1","+9999,9","10223,1","5,1,000,1,+999,9","5,99,0046,1,999","+241,1","SYN080KYWF1 46/// /0405 10204 40223 55000 91000 222// 00241 333 91209 555 11005 22006="
"99734899999","2025-01-03T11:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0204,1","+9999,9","10225,1","2,1,006,1,+999,9","5,99,0051,1,999","+241,1","SYN080KYWF1 46/// /0305 10204 40225 52006 91100 222// 00241 333 91210 555 11005 22006="
"99734899999","2025-01-03T12:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0199,1","+9999,9","10231,1","2,1,014,1,+999,9","5,99,0046,1,999","+240,1","SYN080KYWF1 46/// /0405 10199 40231 52014 91200 222// 00240 333 91209 555 11004 22005="
"99734899999","2025-01-03T13:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","030,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0202,1","+9999,9","10241,1","3,1,018,1,+999,9","5,99,0077,1,999","+239,1","SYN080KYWF1 46/// /0307 10202 40241 53018 91300 222// 00239 333 91215 555 11007 22008="
"99734899999","2025-01-03T14:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","050,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0203,1","+9999,9","10250,1","3,1,025,1,+999,9","5,99,0077,1,999","+238,1","SYN080KYWF1 46/// /0510 10203 40250 53025 91400 222// 00238 333 91215 555 11009 22010="
"99734899999","2025-01-03T15:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0209,1","+9999,9","10253,1","1,1,022,1,+999,9","5,99,0067,1,999","+239,1","SYN080KYWF1 46/// /0408 10209 40253 51022 91500 222// 00239 333 91213 555 11008 22008="
"99734899999","2025-01-03T16:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","040,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0219,1","+9999,9","10252,1","1,1,011,1,+999,9","5,99,0072,1,999","+238,1","SYN080KYWF1 46/// /0409 10219 40252 51011 91600 222// 00238 333 91214 555 11008 22009="
"99734899999","2025-01-03T17:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","080,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0220,1","+9999,9","10241,1","8,1,009,1,+999,9","5,99,0057,1,999","+238,1","SYN080KYWF1 46/// /0807 10220 40241 58009 91700 222// 00238 333 91211 555 11007 22007="
"99734899999","2025-01-03T18:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","070,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0235,1","+9999,9","10230,1","8,1,023,1,+999,9","5,99,0062,1,999","+238,1","SYN080KYWF1 46/// /0708 10235 40230 58023 91800 222// 00238 333 91212 555 11007 22008="
"99734899999","2025-01-03T19:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0234,1","+9999,9","10221,1","6,1,031,1,+999,9","5,99,0057,1,999","+239,1","SYN080KYWF1 46/// /0107 10234 40221 56031 91900 222// 00239 333 91211 555 11007 22008="
"99734899999","2025-01-03T20:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","360,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0227,1","+9999,9","10221,1","6,1,020,1,+999,9","5,99,0072,1,999","+240,1","SYN080KYWF1 46/// /3611 10227 40221 56020 92000 222// 00240 333 91214 555 11010 22011="
"99734899999","2025-01-03T21:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0221,1","+9999,9","10219,1","6,1,011,1,+999,9","5,99,0072,1,999","+240,1","SYN080KYWF1 46/// /0112 10221 40219 56011 92100 222// 00240 333 91214 555 11011 22012="
"99734899999","2025-01-03T22:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0218,1","+9999,9","10221,1","4,1,000,1,+999,9","5,99,0082,1,999","+240,1","SYN080KYWF1 46/// /0114 10218 40221 54000 92200 222// 00240 333 91216 555 11013 22014="
"99734899999","2025-01-03T23:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","360,1,N,0077,1","99999,9,9,N","999999,9,9,9","+0207,1","+9999,9","10224,1","3,1,003,1,+999,9","5,99,0098,1,999","+240,1","SYN080KYWF1 46/// /3615 10207 40224 53003 92300 222// 00240 333 91219 555 11014 22016="
"99734899999","2025-01-04T00:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","350,1,N,0093,1","99999,9,9,N","999999,9,9,9","+0205,1","+9999,9","10230,1","3,1,011,1,+999,9","5,99,0108,1,999","+239,1","SYN080KYWF1 46/// /3518 10205 40230 53011 90000 222// 00239 333 91221 555 11017 22018="
"99734899999","2025-01-04T01:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0077,1","99999,9,9,N","999999,9,9,9","+0203,1","+9999,9","10232,1","1,1,011,1,+999,9","5,99,0098,1,999","+238,1","SYN080KYWF1 46/// /0115 10203 40232 51011 90100 222// 00238 333 91219 555 11015 22016="
"99734899999","2025-01-04T02:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","010,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0203,1","+9999,9","10237,1","1,1,013,1,+999,9","5,99,0093,1,999","+238,1","SYN080KYWF1 46/// /0114 10203 40237 51013 90200 222// 00238 333 91218 555 11013 22014="
"99734899999","2025-01-04T03:00:00","4","24.55","-81.8","7.0","KEY WEST, FL US","FM-13","99999","V020","360,1,N,0088,1","99999,9,9,N","999999,9,9,9","+0205,1","+9999,9","10240,1","3,1,010,1,+999,9","5,99,0108,1,999","+236,1","SYN080KYWF1 46/// /3617 10205 40240 53010 90300 222// 00236 333 91221 555 11016 22017="
