station_id,state,avg_wind_speed_ms,avg_capacity_factor,daily_row_count
72267799999,NM,6.236925605815834,0.17194304927302095,2476
72072700260,TX,6.23169308881478,0.184849317672022,3299
72091200302,AL,6.224013719385638,0.1919777260273971,4818
99847399999,LA,6.192991424587498,0.17570292772484294,4303
99434099999,OH,6.180961755888647,0.1877602059957175,7005
72295399999,CA,6.172836949152542,0.2674644259887005,885
72100599999,MT,6.168443892916899,0.20583296068042387,3586
99480099999,TX,6.158928397298637,0.16931803442595944,6071
72091900308,TX,6.147370145190566,0.14430861161524502,1102
72215399999,LA,6.133884037558684,0.1992618755868545,426
72764524012,ND,6.13008813868613,0.15548509306569328,1096
72062899999,OK,6.101007142857142,0.15595150000000002,14
69269499999,CA,6.080357142857143,0.15260914285714286,7
72091700306,TX,6.078166030910865,0.1543670170996385,3041
99497999999,MI,6.064572341618392,0.17713020052326683,5351
99999914753,MA,6.06108577680525,0.13973569584245066,457
99403799999,TX,6.060928792569663,0.1715077306501548,323
72066600244,LA,6.045862779397472,0.18471970748299352,3087
72072599999,TX,6.0423,0.11987933333333334,3
99828199999,OH,6.030840251927053,0.18629685617597283,5319
72066799999,MS,6.0249146971935,0.17754299261447568,1354
72383023187,CA,6.019316824990869,0.15259778343076358,10948
72072600259,TX,6.0149562827225225,0.18783129777486887,1528
99773999999,MI,6.004234406038936,0.19600192034167643,5034
72481099999,CA,6.0,0.0887255,2
72103699999,WY,5.994458333333333,0.16865633333333332,12
72100999999,MT,5.993904316770185,0.17190021180124235,3220
72352603932,OK,5.9704429850328715,0.15416084725136361,7149
99770899999,VA,5.96204813057506,0.15030511653065085,5269
72635699999,MI,5.953700931677017,0.15887153416149066,322
72102199999,ND,5.947291517081645,0.15315011233352632,3454
99820999999,NC,5.945763019652301,0.15115478949357516,5292
99733999999,IN,5.933271641268173,0.16569087248204578,5709
72229799999,LA,5.931538144867111,0.1640461219385096,1919
72102299999,ND,5.8948578246049,0.14987981220948265,3227
99772999999,TX,5.874162124289198,0.1401232467506093,4924
72098999999,CO,5.851877848775296,0.16001425718849838,1878
99475099999,CT,5.850278297161932,0.15981843739565954,5391
99773399999,FL,5.849063106479976,0.15256215174210344,3071
72072900435,TX,5.848819726513044,0.1614303221068626,3949
72531099999,IL,5.836363636363637,0.1703699090909091,11
72363023047,TX,5.828533330356345,0.1380793790300973,11197
99479099999,TX,5.8265447012215175,0.1377849235721359,6058
72438999999,LA,5.8139630434782665,0.15516183478260873,230
99463099999,FL,5.806380729760549,0.14871436031927038,877
99471099999,TX,5.801120309381243,0.12466015535595477,6012
72092500312,LA,5.788628694309664,0.16257263850904283,4534
72564999999,WY,5.783477777777778,0.15633844444444445,9
72267523021,TX,5.77186216216216,0.13364998034398032,814
99734199999,MI,5.7496647482014405,0.1544182541966427,5838
72072200256,LA,5.74667682284446,0.16159496617687827,3607
99844099999,AL,5.734633389261744,0.13133475134228195,2980
72099399999,CO,5.729354959083471,0.14792238592471363,3055
72210103039,CO,5.728668476095617,0.15854149634794146,6024
72653999999,SD,5.726368988119623,0.1345113408439165,2441
99412099999,CA,5.71968611644274,0.15271403198976313,1563
72653994056,SD,5.710006555524153,0.13886720768578706,7078
72098299999,NE,5.702700765403753,0.13555631343283586,2613
99999914855,IL,5.7,0.066068,1
72206103038,CO,5.698202474099276,0.14934542322560687,6467
72097799999,WY,5.696528980213094,0.1460910280060883,3285
72534699999,IL,5.682487321578505,0.10977781947942905,1191
72451013985,KS,5.679090622488165,0.13491674189515052,11197
72658799999,MN,5.67774375,0.14385744496268646,1072
72767599999,ND,5.675994163192374,0.13935516736152476,1679
72769024137,MT,5.663333660607668,0.17516342006103225,7537
99774399999,NJ,5.660436855367039,0.13786618629262556,5953
74516099999,CA,5.653541401971522,0.15259957776560787,1826
99999900262,TX,5.650319674711436,0.14224526285414463,1906
99784899999,LA,5.643959880686056,0.15917094407158838,1341
72035299999,LA,5.642739275445658,0.15069230592294422,1739
72098199999,NE,5.640327211172242,0.13712504612780366,2363
72662794037,SD,5.6271269753919615,0.1528785221679992,9631
72608099999,ME,5.626842105263156,0.12927343157894733,95
99824599999,VA,5.6092338961962325,0.12969812051190904,5626
72352593986,OK,5.604175620991779,0.13008374573209283,11071
72606899999,MA,5.6033035643564375,0.1313301128712871,505
72098699999,NE,5.60214127630686,0.13103096096401903,2946
72439799999,IL,5.595724314442415,0.12246880895795244,1094
72524599999,OH,5.591703492647059,0.11742565165441168,1088
72451599999,KS,5.591504395604399,0.13023518543956028,1456
72779624137,MT,5.582851642335764,0.17312222171532843,1096
72098599999,NE,5.582227057057057,0.12890027927927927,3330
72066400242,LA,5.569947146067414,0.15275166561797757,2225
72458593997,KS,5.568647642058165,0.13035919588366884,11175
72052200443,WY,5.567617862838915,0.13785589063568002,4389
99780299999,MI,5.566721313816495,0.14219149785790777,5602
72091499999,LA,5.566579245283018,0.1567196037735849,53
72096900341,WY,5.564822807017546,0.15548542982456148,114
72798499999,WA,5.557900000000002,0.11030694805194804,77
72636599999,MI,5.54114390243902,0.13617913525498887,451
72092100309,TX,5.537698894264004,0.1413883863165169,1447
72669024057,WY,5.533431826154748,0.16707634632625226,5131
72555599999,NE,5.530417534246575,0.12215192511415528,1095
72360023051,NM,5.5303572197792334,0.12466547177600283,11143
72451699999,KS,5.520817970204844,0.1288963417132217,1074
72451623020,KS,5.52034985316739,0.1312598653335198,7151
72451523064,KS,5.520132956414472,0.12877371206825652,9728
72343499999,AR,5.511582475490197,0.09904675122549021,816
99816599999,TX,5.510655193428723,0.1118808688394273,3774
72262699999,TX,5.51035,0.13673233333333334,6
72095300331,LA,5.507456498096788,0.1607006272430669,3678
72352699999,OK,5.50455517241379,0.12014378803245443,986
72507454752,RI,5.5029705740859525,0.11116962508017955,6236
72291093116,CA,5.502787573351741,0.1521209119779081,8691
74494099999,MA,5.497603749999998,0.09151396249999996,80
72100199999,MT,5.489681379310344,0.14202789840848812,3770
72506399999,MA,5.48876878850103,0.1204261170431212,1461
72608014608,ME,5.485127010309281,0.09991708659793808,970
72031303052,TX,5.481051948236632,0.1250596852957906,7032
72651899999,SD,5.480012691996763,0.12645540299110752,2474
72669099999,WY,5.478930955918775,0.16276441852402176,2019
72640899999,WI,5.477444609665428,0.11582576579925653,538
72251512926,TX,5.471226123545216,0.10951036517457467,11170
72506014756,MA,5.468016593337517,0.12262899748585789,4773
72564524022,WY,5.467027657101988,0.1449113948332887,11187
72102399999,ND,5.460549418979987,0.12937981859264036,3098
72645799999,WI,5.451912054794522,0.10174227397260271,1095
99734399999,MI,5.4503544822102965,0.1414256165772212,5031
72102499999,ND,5.450269295939233,0.1314426056091148,3423
72468999999,CO,5.448695788206983,0.11311765342960281,2493
99849099999,TX,5.444404229678636,0.10654813445179584,4232
99840799999,MI,5.442758075264603,0.13908253626029007,5102
72564399999,WY,5.4333124999999995,0.160536375,8
99406299999,WI,5.430973563218391,0.18197021839080457,87
72469899999,CO,5.430043463381249,0.10602312388774815,1461
72561099999,NE,5.418157329662765,0.11406891534755677,1453
72506314756,MA,5.409740365296804,0.12042720913242007,1095
72097999999,NE,5.4079865192365935,0.13515543017267492,3301
72469824015,CO,5.406918440594055,0.1111493778877888,9696
72098899999,NE,5.403083270911361,0.11842883853516438,2403
72468903026,CO,5.403038406808032,0.11663203124999998,7168
99777999999,NJ,5.4007691045380835,0.146058229943274,4936
72353599999,OK,5.400741328413285,0.10906977583025829,1084
72465023065,KS,5.398937362933665,0.11894641551321232,11126
72100699999,MT,5.395722905232345,0.13155935711672162,2733
74490714753,MA,5.394894357695837,0.10148648182653194,7621
72252012920,TX,5.392594708029198,0.10206690693430658,1096
72098799999,CO,5.3852091614906845,0.11753738625776405,2576
72606999999,MA,5.379448399999998,0.11689190000000002,500
72268899999,NM,5.378537623220153,0.09726079791894855,1826
72640699999,WI,5.378375047619044,0.11028545523809517,525
72662599999,SD,5.366209835133602,0.14006294371802158,1759
74638099999,NM,5.3619305772569446,0.11465169618055561,4608
72101699999,ND,5.360809608900876,0.12226379231287929,2966
72649999999,IA,5.3549528810408935,0.12008413011152413,1076
72291099999,CA,5.346808223684207,0.1357099171052631,1520
72043899999,KS,5.3409148635477575,0.1250314619883041,2052
72556699999,NE,5.335835250917994,0.1266832900856794,817
72552499999,NE,5.335128375912409,0.1303735337591241,1096
74736093042,TX,5.334626059800658,0.12228477581395361,7525
72086299999,ND,5.3335590723055954,0.11725567394270124,733
72564024018,WY,5.3334676431186905,0.12213086335625621,11197
72267023042,TX,5.331063320532289,0.11161797561846916,11197
72555699999,NE,5.326807805325986,0.11187972635445365,1089
72658794927,MN,5.321694636015345,0.12261812416631211,7047
72561024030,NE,5.317130768401766,0.11471631307252937,9279
74509799999,CA,5.312482505399572,0.1272415507559395,463
72091800307,LA,5.3100999733546494,0.1347610468958168,3753
72101299999,ND,5.307921607717042,0.11780183729903541,3110
99736399999,TX,5.306233151326049,0.09850405850234024,1282
72562799999,NE,5.300592857142855,0.12176661038961038,154
99497499999,WI,5.298712490241998,0.15139209289617483,2562
72464603028,CO,5.295711870452278,0.11985464046226281,7009
72658699999,MN,5.295275140186915,0.12251740747663549,1070
72651894990,SD,5.294044935825904,0.12221561300223209,7168
72354403954,OK,5.293398829757594,0.11595811618835357,7178
